1,1
2,1
3,3
4,1
5,2
6,3
7,5
8,7
9,9
10,1
11,2
12,3
13,4
14,5
15,6
16,7
17,8
18,9
19,11
20,13
21,15
22,17
23,19
24,21
25,23
26,25
27,27
28,1
29,2
30,3
31,4
32,5
33,6
34,7
35,8
36,9
37,10
38,11
39,12
40,13
41,14
42,15
43,16
44,17
45,18
46,19
47,20
48,21
49,22
50,23
51,24
52,25
53,26
54,27
55,29
56,31
57,33
58,35
59,37
60,39
61,41
62,43
63,45
64,47
65,49
66,51
67,53
68,55
69,57
70,59
71,61
72,63
73,65
74,67
75,69
76,71
77,73
78,75
79,77
80,79
81,81
82,1
83,2
84,3
85,4
86,5
87,6
88,7
89,8
90,9
91,10
92,11
93,12
94,13
95,14
96,15
97,16
98,17
99,18
100,19
101,20
102,21
103,22
104,23
105,24
106,25
107,26
108,27
109,28
110,29
111,30
112,31
113,32
114,33
115,34
116,35
117,36
118,37
119,38
120,39
121,40
122,41
123,42
124,43
125,44
126,45
127,46
128,47
129,48
130,49
131,50
132,51
133,52
134,53
135,54
136,55
137,56
138,57
139,58
140,59
141,60
142,61
143,62
144,63
145,64
146,65
147,66
148,67
149,68
150,69
151,70
152,71
153,72
154,73
155,74
156,75
157,76
158,77
159,78
160,79
161,80
162,81
163,83
164,85
165,87
166,89
167,91
168,93
169,95
170,97
171,99
172,101
173,103
174,105
175,107
176,109
177,111
178,113
179,115
180,117
181,119
182,121
183,123
184,125
185,127
186,129
187,131
188,133
189,135
190,137
191,139
192,141
193,143
194,145
195,147
196,149
197,151
198,153
199,155
200,157
201,159
202,161
203,163
204,165
205,167
206,169
207,171
208,173
209,175
210,177
211,179
212,181
213,183
214,185
215,187
216,189
217,191
218,193
219,195
220,197
221,199
222,201
223,203
224,205
225,207
226,209
227,211
228,213
229,215
230,217
231,219
232,221
233,223
234,225
235,227
236,229
237,231
238,233
239,235
240,237
241,239
242,241
243,243
244,1
245,2
246,3
247,4
248,5
249,6
250,7
251,8
252,9
253,10
254,11
255,12
256,13
257,14
258,15
259,16
260,17
261,18
262,19
263,20
264,21
265,22
266,23
267,24
268,25
269,26
270,27
271,28
272,29
273,30
274,31
275,32
276,33
277,34
278,35
279,36
280,37
281,38
282,39
283,40
284,41
285,42
286,43
287,44
288,45
289,46
290,47
291,48
292,49
293,50
294,51
295,52
296,53
297,54
298,55
299,56
300,57
301,58
302,59
303,60
304,61
305,62
306,63
307,64
308,65
309,66
310,67
311,68
312,69
313,70
314,71
315,72
316,73
317,74
318,75
319,76
320,77
321,78
322,79
323,80
324,81
325,82
326,83
327,84
328,85
329,86
330,87
331,88
332,89
333,90
334,91
335,92
336,93
337,94
338,95
339,96
340,97
341,98
342,99
343,100
344,101
345,102
346,103
347,104
348,105
349,106
350,107
351,108
352,109
353,110
354,111
355,112
356,113
357,114
358,115
359,116
360,117
361,118
362,119
363,120
364,121
365,122
366,123
367,124
368,125
369,126
370,127
371,128
372,129
373,130
374,131
375,132
376,133
377,134
378,135
379,136
380,137
381,138
382,139
383,140
384,141
385,142
386,143
387,144
388,145
389,146
390,147
391,148
392,149
393,150
394,151
395,152
396,153
397,154
398,155
399,156
400,157
401,158
402,159
403,160
404,161
405,162
406,163
407,164
408,165
409,166
410,167
411,168
412,169
413,170
414,171
415,172
416,173
417,174
418,175
419,176
420,177
421,178
422,179
423,180
424,181
425,182
426,183
427,184
428,185
429,186
430,187
431,188
432,189
433,190
434,191
435,192
436,193
437,194
438,195
439,196
440,197
441,198
442,199
443,200
444,201
445,202
446,203
447,204
448,205
449,206
450,207
451,208
452,209
453,210
454,211
455,212
456,213
457,214
458,215
459,216
460,217
461,218
462,219
463,220
464,221
465,222
466,223
467,224
468,225
469,226
470,227
471,228
472,229
473,230
474,231
475,232
476,233
477,234
478,235
479,236
480,237
481,238
482,239
483,240
484,241
485,242
486,243
487,245
488,247
489,249
490,251
491,253
492,255
493,257
494,259
495,261
496,263
497,265
498,267
499,269
500,271
501,273
502,275
503,277
504,279
505,281
506,283
507,285
508,287
509,289
510,291
511,293
512,295
513,297
514,299
515,301
516,303
517,305
518,307
519,309
520,311
521,313
522,315
523,317
524,319
525,321
526,323
527,325
528,327
529,329
530,331
531,333
532,335
533,337
534,339
535,341
536,343
537,345
538,347
539,349
540,351
541,353
542,355
543,357
544,359
545,361
546,363
547,365
548,367
549,369
550,371
551,373
552,375
553,377
554,379
555,381
556,383
557,385
558,387
559,389
560,391
561,393
562,395
563,397
564,399
565,401
566,403
567,405
568,407
569,409
570,411
571,413
572,415
573,417
574,419
575,421
576,423
577,425
578,427
579,429
580,431
581,433
582,435
583,437
584,439
585,441
586,443
587,445
588,447
589,449
590,451
591,453
592,455
593,457
594,459
595,461
596,463
597,465
598,467
599,469
600,471
601,473
602,475
603,477
